Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
157;1849;3;616;8.00;9.73;4928.00;5995.57;0.02632;0.03203
158;1764;3;588;8.00;9.79;4704.00;5759.10;0.02513;0.03076
159;1681;3;560;8.00;9.86;4480.00;5519.27;0.02393;0.02948
160;1600;3;533;8.00;9.92;4264.00;5285.98;0.02278;0.02824
161;1521;3;507;8.00;9.98;4056.00;5059.40;0.02167;0.02703
162;1444;3;481;8.00;10.04;3848.00;4829.66;0.02056;0.02580
163;1369;3;456;8.00;10.10;3648.00;4606.87;0.01949;0.02461
164;1296;3;432;8.00;10.16;3456.00;4391.20;0.01846;0.02346
165;1296;3;432;8.00;10.23;3456.00;4418.04;0.01846;0.02360
166;1225;3;408;8.00;10.29;3264.00;4197.99;0.01744;0.02243
167;1156;3;385;8.00;10.35;3080.00;3985.35;0.01645;0.02129
168;1089;3;363;8.00;10.41;2904.00;3780.29;0.01551;0.02019
169;1024;3;341;8.00;10.48;2728.00;3572.52;0.01457;0.01908
170;961;3;320;8.00;10.54;2560.00;3372.58;0.01368;0.01802
171;900;3;300;8.00;10.60;2400.00;3180.63;0.01282;0.01699
172;841;3;280;8.00;10.67;2240.00;2986.21;0.01197;0.01595
173;784;3;261;8.00;10.73;2088.00;2800.02;0.01115;0.01496
174;784;3;261;8.00;10.79;2088.00;2816.50;0.01115;0.01505
175;729;3;243;8.00;10.85;1944.00;2637.63;0.01038;0.01409
176;676;3;225;8.00;10.92;1800.00;2456.50;0.00962;0.01312
177;625;3;208;8.00;10.98;1664.00;2284.10;0.00889;0.01220
178;576;3;192;8.00;11.04;1536.00;2120.61;0.00821;0.01133
179;529;3;176;8.00;11.11;1408.00;1955.10;0.00752;0.01044
180;484;3;161;8.00;11.17;1288.00;1798.74;0.00688;0.00961
181;441;3;147;8.00;11.24;1176.00;1651.72;0.00628;0.00882
182;400;3;133;8.00;11.30;1064.00;1502.92;0.00568;0.00803
183;361;3;120;8.00;11.36;960.00;1363.71;0.00513;0.00728
184;324;2;162;8.00;11.43;1296.00;1851.41;0.00692;0.00989
185;289;2;144;8.00;11.49;1152.00;1654.96;0.00615;0.00884
186;256;2;128;8.00;11.56;1024.00;1479.32;0.00547;0.00790
187;256;2;128;8.00;11.62;1024.00;1487.58;0.00547;0.00795
188;225;2;112;8.00;11.69;896.00;1308.87;0.00479;0.00699
189;196;2;98;8.00;11.75;784.00;1151.61;0.00419;0.00615
190;169;2;84;8.00;11.82;672.00;992.54;0.00359;0.00530
191;144;2;72;8.00;11.88;576.00;855.42;0.00308;0.00457
192;144;2;72;8.00;11.95;576.00;860.10;0.00308;0.00459
193;121;2;60;8.00;12.01;480.00;720.66;0.00256;0.00385
194;81;2;40;8.00;12.08;320.00;483.05;0.00171;0.00258
195;81;2;40;8.00;12.14;320.00;485.66;0.00171;0.00259
196;64;2;32;8.00;12.21;256.00;390.62;0.00137;0.00209
197;49;2;24;8.00;12.27;192.00;294.54;0.00103;0.00157
198;36;2;18;8.00;12.34;144.00;222.09;0.00077;0.00119
199;25;1;25;8.00;12.40;200.00;310.10;0.00107;0.00166
200;16;1;16;8.00;12.47;128.00;199.52;0.00068;0.00107
201;9;1;9;8.00;12.54;72.00;112.82;0.00038;0.00060
202;9;1;9;8.00;12.60;72.00;113.42;0.00038;0.00061
203;4;1;4;8.00;12.67;32.00;50.67;0.00017;0.00027
